position,positionText,points,wins,constructorId,season,round
6,6,20,0,team_lotus,1982,12
7,7,14,0,tyrrell,1982,12
8,8,11,0,ligier,1982,12
9,9,7,0,alfa,1982,12
10,10,4,0,ats,1982,12
11,11,4,0,arrows,1982,12
12,12,3,0,osella,1982,12
13,13,1,0,fittipaldi,1982,12
14,14,0,0,march,1982,12
15,15,0,0,ensign,1982,12
16,16,0,0,toleman,1982,12
17,17,0,0,theodore,1982,12
1,1,655,11,mercedes,2018,21
2,2,571,6,ferrari,2018,21
3,3,419,4,red_bull,2018,21
4,4,122,0,renault,2018,21
5,5,93,0,haas,2018,21
6,6,62,0,mclaren,2018,21
7,7,52,0,force_india,2018,21
8,8,48,0,sauber,2018,21
9,9,33,0,toro_rosso,2018,21
10,10,7,0,williams,2018,21
1,1,89,4,ferrari,2007,8
2,2,48,0,bmw_sauber,2007,8
3,3,28,0,renault,2007,8
4,4,13,0,williams,2007,8
5,5,9,0,toyota,2007,8
6,6,6,0,red_bull,2007,8
7,7,4,0,super_aguri,2007,8
8,8,1,0,honda,2007,8
9,9,0,0,toro_rosso,2007,8
10,10,0,0,spyker,2007,8
11,E,114,4,mclaren,2007,8
1,1,20,2,williams,1997,3
2,2,19,1,mclaren,1997,3
3,3,14,0,ferrari,1997,3
4,4,11,0,benetton,1997,3
5,5,6,0,prost,1997,3
6,6,4,0,jordan,1997,3
7,7,4,0,sauber,1997,3
8,8,0,0,tyrrell,1997,3
9,9,0,0,minardi,1997,3
10,10,0,0,arrows,1997,3
11,11,0,0,stewart,1997,3
1,1,137,6,ferrari,2007,12
2,2,77,0,bmw_sauber,2007,12
3,3,36,0,renault,2007,12
4,4,22,0,williams,2007,12
5,5,16,0,red_bull,2007,12
6,6,12,0,toyota,2007,12
7,7,4,0,super_aguri,2007,12
8,8,1,0,honda,2007,12
9,9,0,0,toro_rosso,2007,12
10,10,0,0,spyker,2007,12
11,E,148,6,mclaren,2007,12
1,1,392,7,mercedes,2017,12
2,2,348,4,ferrari,2017,12
3,3,199,1,red_bull,2017,12
4,4,103,0,force_india,2017,12
5,5,45,0,williams,2017,12
6,6,40,0,toro_rosso,2017,12
7,7,35,0,haas,2017,12
8,8,34,0,renault,2017,12
9,9,11,0,mclaren,2017,12
10,10,5,0,sauber,2017,12
1,1,56.5,5,mclaren,1984,7
2,2,26.5,1,ferrari,1984,7
3,3,21,0,renault,1984,7
4,4,21,0,team_lotus,1984,7
5,5,11.5,0,williams,1984,7
6,6,9,1,brabham,1984,7
7,7,6,0,alfa,1984,7
8,8,5,0,toleman,1984,7
9,9,3,0,arrows,1984,7
10,10,3,0,ligier,1984,7
11,11,0,0,osella,1984,7
12,12,0,0,spirit,1984,7
13,13,0,0,ram,1984,7
14,14,0,0,ats,1984,7
15,15,0,0,tyrrell,1984,7
1,1,43,3,team_lotus,1972,8
2,2,33,2,tyrrell,1972,8
3,3,29,1,ferrari,1972,8
4,4,29,1,mclaren,1972,8
5,5,12,1,brm,1972,8
6,6,12,0,march,1972,8
7,7,9,0,matra,1972,8
8,8,9,0,surtees,1972,8
9,9,2,0,brabham,1972,8
10,10,0,0,tecno,1972,8
11,11,0,0,politoys,1972,8
1,1,71,5,tyrrell,1973,11
2,2,59,4,team_lotus,1973,11
3,3,42,2,mclaren,1973,11
4,4,14,0,brabham,1973,11
5,5,12,0,ferrari,1973,11
6,6,8,0,march,1973,11
7,7,7,0,brm,1973,11
8,8,5,0,shadow,1973,11
9,9,3,0,surtees,1973,11
10,10,1,0,iso_marlboro,1973,11
11,11,1,0,tecno,1973,11
12,12,0,0,ensign,1973,11
1,1,41,4,vanwall,1958,9
2,2,40,2,ferrari,1958,9
3,3,29,2,cooper,1958,9
4,4,15,0,brm,1958,9
5,5,6,0,maserati,1958,9
6,6,3,0,team_lotus,1958,9
7,7,0,0,porsche,1958,9
8,8,0,0,connaught,1958,9
9,9,0,0,osca,1958,9
1,1,479,11,mercedes,2014,14
2,2,305,3,red_bull,2014,14
3,3,187,0,williams,2014,14
4,4,178,0,ferrari,2014,14
5,5,117,0,force_india,2014,14
6,6,111,0,mclaren,2014,14
7,7,27,0,toro_rosso,2014,14
8,8,8,0,lotus_f1,2014,14
9,9,2,0,marussia,2014,14
10,10,0,0,sauber,2014,14
11,11,0,0,caterham,2014,14
1,1,216,12,ferrari,2004,14
2,2,91,1,renault,2004,14
3,3,83,0,bar,2004,14
4,4,54,0,williams,2004,14
5,5,49,1,mclaren,2004,14
6,6,28,0,sauber,2004,14
7,7,10,0,jaguar,2004,14
8,8,9,0,toyota,2004,14
9,9,5,0,jordan,2004,14
10,10,1,0,minardi,2004,14
1,1,86,3,williams,1981,14
2,2,59,3,brabham,1981,14
3,3,48,3,renault,1981,14
4,4,43,2,ligier,1981,14
5,5,34,2,ferrari,1981,14
6,6,28,1,mclaren,1981,14
7,7,19,0,team_lotus,1981,14
8,8,10,0,arrows,1981,14
9,9,10,0,tyrrell,1981,14
10,10,6,0,alfa,1981,14
11,11,5,0,ensign,1981,14
12,12,1,0,theodore,1981,14
13,13,1,0,ats,1981,14
14,14,0,0,march,1981,14
15,15,0,0,fittipaldi,1981,14
16,16,0,0,osella,1981,14
17,17,0,0,toleman,1981,14
1,1,93,7,mclaren,1988,7
2,2,34,0,ferrari,1988,7
3,3,14,0,team_lotus,1988,7
4,4,13,0,benetton,1988,7
5,5,9,0,arrows,1988,7
6,6,5,0,tyrrell,1988,7
7,7,3,0,rial,1988,7
8,8,2,0,march,1988,7
9,9,1,0,minardi,1988,7
10,10,1,0,williams,1988,7
11,11,0,0,larrousse,1988,7
12,12,0,0,dallara,1988,7
13,13,0,0,coloni,1988,7
14,14,0,0,ligier,1988,7
15,15,0,0,osella,1988,7
16,16,0,0,ags,1988,7
17,17,0,0,eurobrun,1988,7
18,18,0,0,zakspeed,1988,7
1,1,43,2,williams,1981,4
2,2,25,2,brabham,1981,4
3,3,10,0,arrows,1981,4
4,4,6,0,renault,1981,4
5,5,3,0,alfa,1981,4
6,6,3,0,ensign,1981,4
7,7,3,0,team_lotus,1981,4
8,8,2,0,ferrari,1981,4
9,9,2,0,tyrrell,1981,4
10,10,1,0,ligier,1981,4
11,11,1,0,mclaren,1981,4
12,12,1,0,theodore,1981,4
13,13,0,0,fittipaldi,1981,4
14,14,0,0,ats,1981,4
15,15,0,0,march,1981,4
16,16,0,0,osella,1981,4
17,17,0,0,toleman,1981,4
1,1,117,7,williams,1991,14
2,2,116,6,mclaren,1991,14
3,3,52,0,ferrari,1991,14
4,4,37,1,benetton,1991,14
5,5,13,0,jordan,1991,14
6,6,11,0,tyrrell,1991,14
7,7,6,0,minardi,1991,14
8,8,5,0,dallara,1991,14
9,9,3,0,team_lotus,1991,14
10,10,1,0,leyton,1991,14
11,11,1,0,brabham,1991,14
12,12,1,0,lola,1991,14
13,13,1,0,larrousse,1991,14
14,14,0,0,ligier,1991,14
15,15,0,0,lambo,1991,14
16,16,0,0,ags,1991,14
17,17,0,0,fondmetal,1991,14
18,18,0,0,footwork,1991,14
19,19,0,0,coloni,1991,14
1,1,89,6,williams,1986,10
2,2,63,2,mclaren,1986,10
3,3,42,2,team_lotus,1986,10
4,4,28,0,ligier,1986,10
5,5,13,0,ferrari,1986,10
6,6,8,0,benetton,1986,10
7,7,5,0,tyrrell,1986,10
8,8,2,0,brabham,1986,10
9,9,0,0,arrows,1986,10
10,10,0,0,lola,1986,10
11,11,0,0,zakspeed,1986,10
12,12,0,0,osella,1986,10
13,13,0,0,minardi,1986,10
1,1,111,8,williams,1996,10
2,2,41,0,benetton,1996,10
3,3,35,1,ferrari,1996,10
4,4,32,0,mclaren,1996,10
5,5,13,0,jordan,1996,10
6,6,12,1,ligier,1996,10
7,7,10,0,sauber,1996,10
8,8,5,0,tyrrell,1996,10
9,9,1,0,footwork,1996,10
10,10,0,0,minardi,1996,10
11,11,0,0,forti,1996,10
1,1,328,7,mercedes,2015,8
2,2,192,1,ferrari,2015,8
3,3,129,0,williams,2015,8
4,4,55,0,red_bull,2015,8
5,5,31,0,force_india,2015,8
6,6,29,0,lotus_f1,2015,8
7,7,21,0,sauber,2015,8
8,8,19,0,toro_rosso,2015,8
9,9,4,0,mclaren,2015,8
10,10,0,0,manor,2015,8
1,1,73,4,mclaren,1974,15
2,2,65,3,ferrari,1974,15
3,3,52,2,tyrrell,1974,15
4,4,42,3,team_lotus,1974,15
5,5,35,3,brabham,1974,15
6,6,15,0,hesketh,1974,15
7,7,10,0,brm,1974,15
8,8,7,0,shadow,1974,15
9,9,6,0,march,1974,15
10,10,4,0,iso_marlboro,1974,15
11,11,3,0,surtees,1974,15
12,12,1,0,lola,1974,15
13,13,0,0,parnelli,1974,15
14,14,0,0,trojan,1974,15
15,15,0,0,penske,1974,15
16,16,0,0,token,1974,15
17,17,0,0,ensign,1974,15
18,18,0,0,amon,1974,15
19,19,0,0,lyncar,1974,15
20,20,0,0,maki,1974,15
1,1,25,2,team_lotus,1985,3
2,2,16,0,ferrari,1985,3
3,3,12,1,mclaren,1985,3
4,4,10,0,renault,1985,3
5,5,6,0,arrows,1985,3
6,6,4,0,williams,1985,3
7,7,1,0,tyrrell,1985,3
8,8,1,0,ligier,1985,3
9,9,0,0,brabham,1985,3
10,10,0,0,osella,1985,3
11,11,0,0,ram,1985,3
12,12,0,0,alfa,1985,3
13,13,0,0,minardi,1985,3
14,14,0,0,spirit,1985,3
15,15,0,0,zakspeed,1985,3
1,1,69,5,williams,1996,7
2,2,35,1,ferrari,1996,7
3,3,24,0,benetton,1996,7
4,4,18,0,mclaren,1996,7
5,5,12,1,ligier,1996,7
6,6,10,0,sauber,1996,7
7,7,8,0,jordan,1996,7
8,8,5,0,tyrrell,1996,7
9,9,1,0,footwork,1996,7
10,10,0,0,minardi,1996,7
11,11,0,0,forti,1996,7
1,1,48,6,cooper-climax,1960,8
2,2,28,1,team_lotus,1960,8
3,3,19,0,ferrari,1960,8
4,4,6,0,brm,1960,8
5,5,3,0,cooper-maserati,1960,8
6,6,0,0,aston_martin,1960,8
7,7,0,0,behra-porsche,1960,8
8,8,0,0,maserati,1960,8
9,9,0,0,jbw,1960,8
10,10,0,0,cooper-castellotti,1960,8
11,11,0,0,scarab,1960,8
12,12,0,0,vanwall,1960,8
1,1,277,4,red_bull,2013,10
2,2,208,3,mercedes,2013,10
3,3,194,2,ferrari,2013,10
4,4,183,1,lotus_f1,2013,10
5,5,59,0,force_india,2013,10
6,6,57,0,mclaren,2013,10
7,7,24,0,toro_rosso,2013,10
8,8,7,0,sauber,2013,10
9,9,1,0,williams,2013,10
10,10,0,0,marussia,2013,10
11,11,0,0,caterham,2013,10
1,1,103,4,ferrari,2003,10
2,2,100,3,williams,2003,10
3,3,85,2,mclaren,2003,10
4,4,52,0,renault,2003,10
5,5,13,0,bar,2003,10
6,6,12,0,jaguar,2003,10
7,7,11,1,jordan,2003,10
8,8,9,0,sauber,2003,10
9,9,5,0,toyota,2003,10
10,10,0,0,minardi,2003,10
1,1,30,2,ferrari,2001,2
2,2,11,0,mclaren,2001,2
3,3,5,0,jordan,2001,2
4,4,4,0,sauber,2001,2
5,5,2,0,williams,2001,2
6,6,0,0,arrows,2001,2
7,7,0,0,bar,2001,2
8,8,0,0,jaguar,2001,2
9,9,0,0,prost,2001,2
10,10,0,0,benetton,2001,2
11,11,0,0,minardi,2001,2
1,1,703,16,mercedes,2015,19
2,2,428,3,ferrari,2015,19
3,3,257,0,williams,2015,19
4,4,187,0,red_bull,2015,19
5,5,136,0,force_india,2015,19
6,6,78,0,lotus_f1,2015,19
7,7,67,0,toro_rosso,2015,19
8,8,36,0,sauber,2015,19
9,9,27,0,mclaren,2015,19
10,10,0,0,manor,2015,19
1,1,14,1,mclaren,2008,1
2,2,9,0,williams,2008,1
3,3,8,0,bmw_sauber,2008,1
4,4,5,0,renault,2008,1
5,5,2,0,toro_rosso,2008,1
6,6,1,0,ferrari,2008,1
1,1,191,8,renault,2005,19
2,2,182,10,mclaren,2005,19
3,3,100,1,ferrari,2005,19
4,4,88,0,toyota,2005,19
5,5,66,0,williams,2005,19
6,6,38,0,bar,2005,19
7,7,34,0,red_bull,2005,19
8,8,20,0,sauber,2005,19
9,9,12,0,jordan,2005,19
10,10,7,0,minardi,2005,19
1,1,146,2,red_bull,2012,6
2,2,108,1,mclaren,2012,6
3,3,86,1,ferrari,2012,6
4,4,86,0,lotus_f1,2012,6
5,5,61,1,mercedes,2012,6
6,6,44,1,williams,2012,6
7,7,41,0,sauber,2012,6
8,8,28,0,force_india,2012,6
9,9,6,0,toro_rosso,2012,6
10,10,0,0,caterham,2012,6
11,11,0,0,marussia,2012,6
12,12,0,0,hrt,2012,6
1,1,156,7,ferrari,2008,17
2,2,145,6,mclaren,2008,17
3,3,135,1,bmw_sauber,2008,17
4,4,72,2,renault,2008,17
5,5,52,0,toyota,2008,17
6,6,34,1,toro_rosso,2008,17
7,7,29,0,red_bull,2008,17
8,8,26,0,williams,2008,17
9,9,14,0,honda,2008,17
10,10,0,0,force_india,2008,17
11,11,0,0,super_aguri,2008,17
1,1,18,2,mclaren,1974,2
2,2,12,0,ferrari,1974,2
3,3,4,0,team_lotus,1974,2
4,4,3,0,surtees,1974,2
5,5,2,0,brm,1974,2
6,6,1,0,tyrrell,1974,2
7,7,0,0,brabham,1974,2
8,8,0,0,march,1974,2
9,9,0,0,lola,1974,2
10,10,0,0,shadow,1974,2
11,11,0,0,iso_marlboro,1974,2
1,1,538,9,mercedes,2018,17
2,2,460,5,ferrari,2018,17
3,3,319,3,red_bull,2018,17
4,4,92,0,renault,2018,17
5,5,84,0,haas,2018,17
6,6,58,0,mclaren,2018,17
7,7,43,0,force_india,2018,17
8,8,30,0,toro_rosso,2018,17
9,9,27,0,sauber,2018,17
10,10,7,0,williams,2018,17
1,1,33,2,brabham-repco,1967,6
2,2,19,2,lotus-ford,1967,6
3,3,19,1,cooper-maserati,1967,6
4,4,15,0,ferrari,1967,6
5,5,11,0,brm,1967,6
6,6,9,1,eagle-weslake,1967,6
7,7,6,0,lotus-brm,1967,6
8,8,6,0,cooper-climax,1967,6
9,9,5,0,honda,1967,6
10,10,3,0,mclaren-brm,1967,6
11,11,2,0,brabham-climax,1967,6
12,12,0,0,lds-climax,1967,6
13,13,0,0,lotus-climax,1967,6
14,14,0,0,eagle-climax,1967,6
15,15,0,0,matra,1967,6
16,16,0,0,cooper-ats,1967,6
1,1,71,4,williams,1991,9
2,2,70,4,mclaren,1991,9
3,3,33,0,ferrari,1991,9
4,4,23,1,benetton,1991,9
5,5,13,0,jordan,1991,9
6,6,11,0,tyrrell,1991,9
7,7,5,0,dallara,1991,9
8,8,3,0,minardi,1991,9
9,9,3,0,team_lotus,1991,9
10,10,1,0,lola,1991,9
11,11,1,0,larrousse,1991,9
12,12,0,0,ligier,1991,9
13,13,0,0,lambo,1991,9
14,14,0,0,leyton,1991,9
15,15,0,0,brabham,1991,9
16,16,0,0,ags,1991,9
17,17,0,0,footwork,1991,9
18,18,0,0,fondmetal,1991,9
19,19,0,0,coloni,1991,9
1,1,58,4,renault,2005,5
2,2,40,0,toyota,2005,5
3,3,37,1,mclaren,2005,5
4,4,21,0,williams,2005,5
5,5,18,0,ferrari,2005,5
6,6,14,0,red_bull,2005,5
7,7,7,0,sauber,2005,5
8,8,0,0,jordan,2005,5
9,9,0,0,minardi,2005,5
10,10,0,0,bar,2005,5
1,1,86,8,team_lotus,1978,16
2,2,58,5,ferrari,1978,16
3,3,53,2,brabham,1978,16
4,4,38,1,tyrrell,1978,16
5,5,24,0,wolf,1978,16
6,6,19,0,ligier,1978,16
7,7,17,0,fittipaldi,1978,16
8,8,15,0,mclaren,1978,16
9,9,11,0,williams,1978,16
10,10,11,0,arrows,1978,16
11,11,6,0,shadow,1978,16
12,12,3,0,renault,1978,16
13,13,1,0,surtees,1978,16
14,14,1,0,ensign,1978,16
15,15,0,0,ats,1978,16
16,16,0,0,martini,1978,16
17,17,0,0,merzario,1978,16
18,18,0,0,theodore,1978,16
19,19,0,0,hesketh,1978,16
1,1,43,1,mercedes,2016,1
2,2,15,0,ferrari,2016,1
3,3,14,0,williams,2016,1
4,4,12,0,red_bull,2016,1
5,5,8,0,haas,2016,1
6,6,6,0,force_india,2016,1
7,7,3,0,toro_rosso,2016,1
8,8,0,0,renault,2016,1
9,9,0,0,mclaren,2016,1
10,10,0,0,sauber,2016,1
11,11,0,0,manor,2016,1
1,1,25,1,march,1970,5
2,2,23,2,team_lotus,1970,5
3,3,17,1,brabham,1970,5
4,4,16,0,mclaren-ford,1970,5
5,5,13,0,matra,1970,5
6,6,10,1,brm,1970,5
7,7,7,0,ferrari,1970,5
8,8,0,0,tomaso,1970,5
9,9,0,0,mclaren-alfa_romeo,1970,5
10,10,0,0,bellasi,1970,5
1,1,45,3,ferrari,1979,6
2,2,44,3,ligier,1979,6
3,3,33,0,team_lotus,1979,6
4,4,15,0,tyrrell,1979,6
5,5,5,0,mclaren,1979,6
6,6,4,0,williams,1979,6
7,7,2,0,arrows,1979,6
8,8,1,0,brabham-alfa_romeo,1979,6
9,9,1,0,fittipaldi,1979,6
10,10,0,0,shadow,1979,6
11,11,0,0,ats,1979,6
12,12,0,0,wolf,1979,6
13,13,0,0,renault,1979,6
14,14,0,0,ensign,1979,6
15,15,0,0,alfa,1979,6
16,16,0,0,merzario,1979,6
17,17,0,0,kauhsen,1979,6
1,1,9,1,brm,1963,1
2,2,4,0,cooper-climax,1963,1
3,3,3,0,ferrari,1963,1
4,4,1,0,lotus-climax,1963,1
5,5,0,0,lotus-brm,1963,1
6,6,0,0,lola,1963,1
7,7,0,0,brabham,1963,1
8,8,0,0,ats,1963,1
9,9,0,0,scirocco,1963,1
10,10,0,0,tomaso,1963,1
11,11,0,0,porsche,1963,1
1,1,66,1,red_bull,2013,2
2,2,40,1,lotus_f1,2013,2
3,3,40,0,ferrari,2013,2
4,4,37,0,mercedes,2013,2
5,5,10,0,force_india,2013,2
6,6,4,0,sauber,2013,2
7,7,4,0,mclaren,2013,2
8,8,1,0,toro_rosso,2013,2
9,9,0,0,williams,2013,2
10,10,0,0,marussia,2013,2
11,11,0,0,caterham,2013,2
1,1,141,10,mclaren,1989,15
2,2,64,1,williams,1989,15
3,3,59,3,ferrari,1989,15
4,4,31,1,benetton,1989,15
5,5,16,0,tyrrell,1989,15
6,6,13,0,arrows,1989,15
7,7,12,0,team_lotus,1989,15
8,8,8,0,dallara,1989,15
9,9,8,0,brabham,1989,15
10,10,6,0,onyx,1989,15
11,11,5,0,minardi,1989,15
12,12,4,0,march,1989,15
13,13,3,0,rial,1989,15
14,14,3,0,ligier,1989,15
15,15,1,0,ags,1989,15
16,16,1,0,larrousse,1989,15
17,17,0,0,osella,1989,15
18,18,0,0,coloni,1989,15
19,19,0,0,zakspeed,1989,15
20,20,0,0,eurobrun,1989,15
1,1,68,4,brawn,2009,5
2,2,38.5,1,red_bull,2009,5
3,3,26.5,0,toyota,2009,5
4,4,13,0,mclaren,2009,5
5,5,9,0,renault,2009,5
6,6,6,0,bmw_sauber,2009,5
7,7,6,0,ferrari,2009,5
8,8,4.5,0,williams,2009,5
9,9,4,0,toro_rosso,2009,5
10,10,0,0,force_india,2009,5
1,1,118,6,ferrari,1999,15
2,2,114,6,mclaren,1999,15
3,3,58,2,jordan,1999,15
4,4,36,1,stewart,1999,15
5,5,33,0,williams,1999,15
6,6,16,0,benetton,1999,15
7,7,9,0,prost,1999,15
8,8,4,0,sauber,1999,15
9,9,1,0,arrows,1999,15
10,10,1,0,minardi,1999,15
11,11,0,0,bar,1999,15
1,1,62,4,ferrari,2000,6
2,2,52,2,mclaren,2000,6
3,3,15,0,williams,2000,6
4,4,10,0,benetton,2000,6
5,5,9,0,jordan,2000,6
6,6,6,0,bar,2000,6
7,7,1,0,sauber,2000,6
8,8,1,0,arrows,2000,6
9,9,0,0,jaguar,2000,6
10,10,0,0,minardi,2000,6
11,11,0,0,prost,2000,6
1,1,15,1,ferrari,1966,2
2,2,9,1,brm,1966,2
3,3,6,0,cooper-maserati,1966,2
4,4,3,0,brabham-repco,1966,2
5,5,0,0,eagle-climax,1966,2
6,6,0,0,lotus-climax,1966,2
7,7,0,0,lotus-brm,1966,2
8,8,0,0,brabham-brm,1966,2
9,9,0,0,brabham-climax,1966,2
10,10,0,0,mclaren-ford,1966,2
11,11,0,0,mclaren-seren,1966,2
1,1,29,1,brabham,1975,6
2,2,26.5,2,mclaren,1975,6
3,3,26,2,ferrari,1975,6
4,4,19,1,tyrrell,1975,6
5,5,7,0,hesketh,1975,6
6,6,6,0,team_lotus,1975,6
7,7,2.5,0,shadow-ford,1975,6
8,8,1,0,march,1975,6
9,9,0,0,penske,1975,6
10,10,0,0,williams,1975,6
11,11,0,0,parnelli,1975,6
12,12,0,0,hill,1975,6
13,13,0,0,surtees,1975,6
14,14,0,0,brm,1975,6
15,15,0,0,lola,1975,6
16,16,0,0,fittipaldi,1975,6
17,17,0,0,ensign,1975,6
1,1,53,3,renault,1983,9
2,2,50,2,ferrari,1983,9
3,3,35,1,williams,1983,9
4,4,33,1,brabham,1983,9
5,5,27,1,mclaren,1983,9
6,6,11,1,tyrrell,1983,9
7,7,4,0,team_lotus,1983,9
8,8,4,0,arrows,1983,9
9,9,1,0,alfa,1983,9
10,10,1,0,theodore,1983,9
11,11,0,0,toleman,1983,9
12,12,0,0,ligier,1983,9
13,13,0,0,ats,1983,9
14,14,0,0,ram,1983,9
15,15,0,0,osella,1983,9
16,16,0,0,spirit,1983,9
1,1,161,3,mercedes,2017,5
2,2,153,2,ferrari,2017,5
3,3,72,0,red_bull,2017,5
4,4,53,0,force_india,2017,5
5,5,21,0,toro_rosso,2017,5
6,6,18,0,williams,2017,5
7,7,14,0,renault,2017,5
8,8,9,0,haas,2017,5
9,9,4,0,sauber,2017,5
10,10,0,0,mclaren,2017,5
1,1,18,1,ferrari,2004,1
2,2,9,0,williams,2004,1
3,3,8,0,renault,2004,1
4,4,3,0,bar,2004,1
5,5,1,0,mclaren,2004,1
6,6,0,0,sauber,2004,1
7,7,0,0,jaguar,2004,1
8,8,0,0,toyota,2004,1
9,9,0,0,jordan,2004,1
1,1,24,2,lotus-climax,1962,5
2,2,23,1,brm,1962,5
3,3,21,1,cooper-climax,1962,5
4,4,14,0,ferrari,1962,5
5,5,13,0,lola,1962,5
6,6,12,1,porsche,1962,5
7,7,0,0,emeryson,1962,5
8,8,0,0,cooper,1962,5
9,9,0,0,lotus-brm,1962,5
10,10,0,0,team_lotus,1962,5
11,11,0,0,de_tomaso-alfa_romeo,1962,5
12,12,0,0,gilby,1962,5
1,1,12,1,team_lotus,1978,2
2,2,10,0,brabham,1978,2
3,3,9,1,ferrari,1978,2
4,4,6,0,fittipaldi,1978,2
5,5,5,0,tyrrell,1978,2
6,6,3,0,mclaren,1978,2
7,7,2,0,shadow,1978,2
8,8,0,0,ats,1978,2
9,9,0,0,ligier,1978,2
10,10,0,0,wolf,1978,2
11,11,0,0,arrows,1978,2
12,12,0,0,williams,1978,2
13,13,0,0,surtees,1978,2
14,14,0,0,ensign,1978,2
15,15,0,0,merzario,1978,2
16,16,0,0,theodore,1978,2
17,17,0,0,hesketh,1978,2
1,1,9,1,ferrari,1971,1
2,2,6,0,tyrrell,1971,1
3,3,3,0,lotus-ford,1971,1
4,4,2,0,matra,1971,1
5,5,1,0,mclaren,1971,1
6,6,0,0,surtees,1971,1
7,7,0,0,brabham,1971,1
8,8,0,0,march-ford,1971,1
9,9,0,0,march-alfa_romeo,1971,1
10,10,0,0,brm,1971,1
1,1,54,6,lotus-climax,1965,7
2,2,39,1,brm,1965,7
3,3,21,0,ferrari,1965,7
4,4,15,0,brabham-climax,1965,7
5,5,11,0,cooper-climax,1965,7
6,6,2,0,brabham-brm,1965,7
7,7,2,0,honda,1965,7
8,8,0,0,brabham-ford,1965,7
9,9,0,0,lotus-brm,1965,7
10,10,0,0,alfa,1965,7
11,11,0,0,lds-alfa_romeo,1965,7
12,12,0,0,cooper-ford,1965,7
13,13,0,0,lds-climax,1965,7
14,14,0,0,lotus-ford,1965,7
15,15,0,0,re,1965,7
16,16,0,0,cooper-maserati,1965,7
1,1,85,5,williams,1993,8
2,2,48,3,mclaren,1993,8
3,3,29,0,benetton,1993,8
4,4,15,0,ligier,1993,8
5,5,9,0,ferrari,1993,8
6,6,7,0,team_lotus,1993,8
7,7,7,0,minardi,1993,8
8,8,6,0,sauber,1993,8
9,9,2,0,larrousse,1993,8
10,10,0,0,footwork,1993,8
11,11,0,0,jordan,1993,8
12,12,0,0,lola,1993,8
13,13,0,0,tyrrell,1993,8
1,1,27,3,ferrari,1976,3
2,2,13,0,tyrrell,1976,3
3,3,9,0,mclaren,1976,3
4,4,4,0,shadow,1976,3
5,5,3,0,march,1976,3
6,6,3,0,ligier,1976,3
7,7,2,0,penske,1976,3
8,8,1,0,fittipaldi,1976,3
9,9,1,0,parnelli,1976,3
10,10,0,0,wolf,1976,3
11,11,0,0,ensign,1976,3
12,12,0,0,brabham-alfa_romeo,1976,3
13,13,0,0,williams,1976,3
14,14,0,0,team_lotus,1976,3
15,15,0,0,surtees,1976,3
16,16,0,0,hesketh,1976,3
17,17,0,0,brm,1976,3
1,1,172,3,mclaren,2010,7
2,2,171,3,red_bull,2010,7
3,3,146,1,ferrari,2010,7
4,4,100,0,mercedes,2010,7
5,5,73,0,renault,2010,7
6,6,32,0,force_india,2010,7
7,7,8,0,williams,2010,7
8,8,4,0,toro_rosso,2010,7
9,9,1,0,sauber,2010,7
10,10,0,0,lotus_racing,2010,7
11,11,0,0,hrt,2010,7
12,12,0,0,virgin,2010,7
1,1,128,7,mclaren,1998,14
2,2,118,6,ferrari,1998,14
3,3,33,0,williams,1998,14
4,4,32,0,benetton,1998,14
5,5,31,1,jordan,1998,14
6,6,10,0,sauber,1998,14
7,7,6,0,arrows,1998,14
8,8,5,0,stewart,1998,14
9,9,1,0,prost,1998,14
10,10,0,0,minardi,1998,14
11,11,0,0,tyrrell,1998,14
1,1,169,13,mclaren,1988,14
2,2,62,1,ferrari,1988,14
3,3,31,0,benetton,1988,14
4,4,23,0,arrows,1988,14
5,5,21,0,march,1988,14
6,6,19,0,team_lotus,1988,14
7,7,16,0,williams,1988,14
8,8,5,0,tyrrell,1988,14
9,9,3,0,rial,1988,14
10,10,1,0,minardi,1988,14
11,11,0,0,larrousse,1988,14
12,12,0,0,dallara,1988,14
13,13,0,0,coloni,1988,14
14,14,0,0,ligier,1988,14
15,15,0,0,ags,1988,14
16,16,0,0,osella,1988,14
17,17,0,0,eurobrun,1988,14
18,18,0,0,zakspeed,1988,14
1,1,173,4,mercedes,2019,4
2,2,99,0,ferrari,2019,4
3,3,64,0,red_bull,2019,4
4,4,18,0,mclaren,2019,4
5,5,17,0,racing_point,2019,4
6,6,13,0,alfa,2019,4
7,7,12,0,renault,2019,4
8,8,8,0,haas,2019,4
9,9,4,0,toro_rosso,2019,4
10,10,0,0,williams,2019,4
1,1,39,2,mclaren,2003,3
2,2,23,0,renault,2003,3
3,3,16,0,ferrari,2003,3
4,4,16,0,williams,2003,3
5,5,10,1,jordan,2003,3
6,6,8,0,sauber,2003,3
7,7,5,0,bar,2003,3
8,8,0,0,jaguar,2003,3
9,9,0,0,toyota,2003,3
10,10,0,0,minardi,2003,3
1,1,8,1,cooper-climax,1959,1
2,2,6,0,ferrari,1959,1
3,3,0,0,cooper-maserati,1959,1
4,4,0,0,brm,1959,1
5,5,0,0,team_lotus,1959,1
6,6,0,0,porsche,1959,1
7,7,0,0,maserati,1959,1
1,1,27,3,lotus-ford,1968,3
2,2,8,0,mclaren-ford,1968,3
3,3,8,0,cooper-brm,1968,3
4,4,6,0,brm,1968,3
